==1598336== NVPROF is profiling process 1598336, command: /u/r/n/rnjain/sc22_artifact/sec5c_pagerank/gpu-app-collection/src/..//bin/11.2/release/pagerank_spmv data_dirs/pannotia/pagerank_spmv/data/rajat30.mtx 2
==1598336== Profiling application: /u/r/n/rnjain/sc22_artifact/sec5c_pagerank/gpu-app-collection/src/..//bin/11.2/release/pagerank_spmv data_dirs/pannotia/pagerank_spmv/data/rajat30.mtx 2
==1598336== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","SrcMemType","DstMemType","Device","Context","Stream","System","Name","Correlation_ID"
63.987207,71.458755,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1897
63.997133,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
63.997144,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
63.999501,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44743/250000","[Power/Limit (mW)]",
63.999662,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
64.024764,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.027354,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43682/250000","[Power/Limit (mW)]",
64.058668,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1898
64.058689,71.422372,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1899
64.077860,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
64.077871,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.080205,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44068/250000","[Power/Limit (mW)]",
64.080477,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
64.130113,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1900
64.130135,71.451427,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1901
64.130668,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.133045,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45699/250000","[Power/Limit (mW)]",
64.183699,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
64.183711,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.188335,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43586/250000","[Power/Limit (mW)]",
64.188497,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
64.201588,0.019840,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1902
64.201609,71.439715,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1903
64.238684,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.241059,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43790/250000","[Power/Limit (mW)]",
64.273051,0.019776,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1904
64.273072,71.439939,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1905
64.291555,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
64.291566,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.293918,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44164/250000","[Power/Limit (mW)]",
64.294085,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
64.344273,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.344514,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1906
64.344535,71.436164,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1907
64.349038,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44935/250000","[Power/Limit (mW)]",
64.374440,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
64.374451,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.376885,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43875/250000","[Power/Limit (mW)]",
64.377013,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
64.415973,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1908
64.415994,71.422339,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1909
64.427202,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.429649,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44357/250000","[Power/Limit (mW)]",
64.480159,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
64.480170,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.482539,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43682/250000","[Power/Limit (mW)]",
64.482796,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
64.487418,0.019840,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1910
64.487440,71.432099,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1911
64.532982,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.535333,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43586/250000","[Power/Limit (mW)]",
64.558874,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1912
64.558895,71.411012,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1913
64.585945,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
64.585956,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.590592,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43875/250000","[Power/Limit (mW)]",
64.590758,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
64.630308,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1914
64.630329,71.409027,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1915
64.640949,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.643293,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44550/250000","[Power/Limit (mW)]",
64.693800,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
64.693810,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.696247,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43490/250000","[Power/Limit (mW)]",
64.696414,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
64.701740,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1916
64.701761,71.420484,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1917
64.746606,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.751605,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43597/250000","[Power/Limit (mW)]",
64.773184,0.019776,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1918
64.773205,71.409123,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1919
64.777005,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
64.777016,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.779422,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"45217/250000","[Power/Limit (mW)]",
64.779551,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
64.829738,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.832110,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43586/250000","[Power/Limit (mW)]",
64.844616,0.019872,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1920
64.844637,71.437636,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1921
64.882619,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
64.882630,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.885023,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43779/250000","[Power/Limit (mW)]",
64.885280,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
64.916077,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1922
64.916098,71.426532,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1923
64.935466,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.937822,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43972/250000","[Power/Limit (mW)]",
64.987526,0.020032,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1924
64.987548,71.424195,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1925
64.988324,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
64.988335,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
64.993051,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44935/250000","[Power/Limit (mW)]",
64.993218,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
65.043405,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.045746,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43597/250000","[Power/Limit (mW)]",
65.058974,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1926
65.058995,71.416644,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1927
65.096246,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
65.096257,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.098622,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43875/250000","[Power/Limit (mW)]",
65.098788,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
65.123890,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.126263,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43582/250000","[Power/Limit (mW)]",
65.130414,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1928
65.130435,71.416355,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1929
65.176741,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
65.176752,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.179311,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43682/250000","[Power/Limit (mW)]",
65.179418,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
65.201854,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1930
65.201875,71.414564,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1931
65.229603,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.234548,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43886/250000","[Power/Limit (mW)]",
65.273291,0.019871,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1932
65.273313,71.435972,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1933
65.285057,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
65.285068,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.287443,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44542/250000","[Power/Limit (mW)]",
65.287734,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
65.337921,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.340281,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43393/250000","[Power/Limit (mW)]",
65.344751,0.019776,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1934
65.344772,71.453315,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1935
65.390834,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
65.390845,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.395498,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43490/250000","[Power/Limit (mW)]",
65.395663,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
65.416227,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1936
65.416249,71.435683,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1937
65.445848,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.448197,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43682/250000","[Power/Limit (mW)]",
65.473697,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
65.473708,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.476078,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43490/250000","[Power/Limit (mW)]",
65.476243,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
65.487686,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1938
65.487708,71.426180,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1939
65.526432,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.528805,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43682/250000","[Power/Limit (mW)]",
65.559136,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1940
65.559157,71.418691,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1941
65.579288,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
65.579299,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.581849,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43972/250000","[Power/Limit (mW)]",
65.581957,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
65.630577,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1942
65.630599,71.404868,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1943
65.632143,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.637177,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44550/250000","[Power/Limit (mW)]",
65.687667,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
65.687678,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.690036,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43586/250000","[Power/Limit (mW)]",
65.690316,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
65.702006,0.019711,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1944
65.702027,71.466916,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1945
65.740502,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.742897,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43682/250000","[Power/Limit (mW)]",
65.773496,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1946
65.773517,71.458979,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1947
65.793457,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
65.793468,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.798588,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43972/250000","[Power/Limit (mW)]",
65.798715,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
65.823816,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.826205,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43682/250000","[Power/Limit (mW)]",
65.844978,0.019840,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1948
65.844999,71.430243,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1949
65.876875,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
65.876886,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.879240,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43779/250000","[Power/Limit (mW)]",
65.879405,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
65.916431,0.019808,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1950
65.916452,71.478435,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1951
65.929589,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.931984,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44550/250000","[Power/Limit (mW)]",
65.982470,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
65.982480,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
65.985129,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43490/250000","[Power/Limit (mW)]",
65.985238,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
65.987933,0.019712,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1952
65.987954,71.412932,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1953
66.035424,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
66.040353,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43682/250000","[Power/Limit (mW)]",
66.059369,0.019680,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1954
66.059390,71.424611,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1955
66.090856,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
66.090866,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
66.093213,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43697/250000","[Power/Limit (mW)]",
66.093599,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
66.130816,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1956
66.130838,71.441411,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1957
66.143784,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
66.146118,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44261/250000","[Power/Limit (mW)]",
66.196710,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
66.196721,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
66.201514,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43393/250000","[Power/Limit (mW)]",
66.201682,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
66.202281,0.019648,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1958
66.202302,71.440228,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1959
66.226787,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
66.229164,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43779/250000","[Power/Limit (mW)]",
66.273744,0.019679,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1960
66.273765,71.455236,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1961
66.279873,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
66.279884,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
66.282213,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"44453/250000","[Power/Limit (mW)]",
66.282379,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"42","[Fan Speed (%)]",
66.332565,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
66.334945,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43582/250000","[Power/Limit (mW)]",
66.345222,0.019744,10063,1,1,64,1,1,17,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"pagerank2(float*, float*, int)",1962
66.345244,71.453411,10063,1,1,64,1,1,32,0,0,,,,,"NVIDIA TITAN V (0)","1","7",,"spmv_csr_scalar_kernel(int, int*, int*, float*, float*, float*)",1963
66.385431,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"1335/850","[SM/Memory Clock (MHz)]",
66.385442,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"53","[Temperature (C)]",
66.387970,,,,,,,,,,,,,,,"NVIDIA TITAN V (0)",,,"43679/250000","[Power/Limit (mW)]",
